memory_file,row_index,key
CategoryNameMemory_CS.csv,1,Čističe
CategoryNameMemory_CS.csv,2,Dřeva
CategoryNameMemory_CS.csv,3,Dřeva>Dřeva ALL
CategoryNameMemory_CS.csv,4,Dřeva>Dřeva DEF
CategoryNameMemory_CS.csv,5,Dřeva>Dřeva OFF
CategoryNameMemory_CS.csv,6,Lepidla
CategoryNameMemory_CS.csv,7,Lepidla>Klasické přelepování
CategoryNameMemory_CS.csv,8,Lepidla>Lepicí fólie
CategoryNameMemory_CS.csv,9,Lepidla>Příslušenství k lepení
CategoryNameMemory_CS.csv,10,Lepidla>Vodou ředitelné
CategoryNameMemory_CS.csv,11,Míčky
CategoryNameMemory_CS.csv,12,Míčky>*** I.T.T.F
CategoryNameMemory_CS.csv,13,Míčky>Tréninkové
CategoryNameMemory_CS.csv,14,Ohrádky
CategoryNameMemory_CS.csv,15,Pálky
CategoryNameMemory_CS.csv,16,Pálky>Hotové pálky
CategoryNameMemory_CS.csv,17,Pálky>Sady pálek
CategoryNameMemory_CS.csv,18,Počítadla
CategoryNameMemory_CS.csv,19,Poháry
CategoryNameMemory_CS.csv,20,Potahy
CategoryNameMemory_CS.csv,21,Potahy>Antitopspiny
CategoryNameMemory_CS.csv,22,Potahy>Sendviče
CategoryNameMemory_CS.csv,23,Potahy>Softy
CategoryNameMemory_CS.csv,24,Potahy>Softy>Softy ALL
CategoryNameMemory_CS.csv,25,Potahy>Softy>Softy DEF
CategoryNameMemory_CS.csv,26,Potahy>Softy>Softy OFF
CategoryNameMemory_CS.csv,27,Potahy>Trávy
CategoryNameMemory_CS.csv,28,Poukázky
CategoryNameMemory_CS.csv,29,Pouzdra
CategoryNameMemory_CS.csv,30,Pouzdra>Kufříky
CategoryNameMemory_CS.csv,31,Pouzdra>Na 1 pálku
CategoryNameMemory_CS.csv,32,Pouzdra>Na 2 pálky
CategoryNameMemory_CS.csv,33,Příslušenství
CategoryNameMemory_CS.csv,34,Roboti
CategoryNameMemory_CS.csv,35,Síťky
CategoryNameMemory_CS.csv,36,Sportovní obuv
CategoryNameMemory_CS.csv,37,Stolky pro rozhodčí
CategoryNameMemory_CS.csv,38,Stoly
CategoryNameMemory_CS.csv,39,Tašky a batohy
CategoryNameMemory_CS.csv,40,Tašky a batohy>Batohy
CategoryNameMemory_CS.csv,41,Tašky a batohy>Kufry
CategoryNameMemory_CS.csv,42,Tašky a batohy>Tašky
CategoryNameMemory_CS.csv,43,Textil
CategoryNameMemory_CS.csv,44,Textil>Bundy
CategoryNameMemory_CS.csv,45,Textil>Čelenky
CategoryNameMemory_CS.csv,46,Textil>Čepice
CategoryNameMemory_CS.csv,47,Textil>Dresy
CategoryNameMemory_CS.csv,48,Textil>Kalhoty
CategoryNameMemory_CS.csv,49,Textil>Kraťasy
CategoryNameMemory_CS.csv,50,Textil>Mikiny
CategoryNameMemory_CS.csv,51,Textil>Polokošile
CategoryNameMemory_CS.csv,52,Textil>Ponožky
CategoryNameMemory_CS.csv,53,Textil>Potítka
CategoryNameMemory_CS.csv,54,Textil>Ručníky
CategoryNameMemory_CS.csv,55,Textil>Sukně
CategoryNameMemory_CS.csv,56,Textil>Teplákové soupravy
CategoryNameMemory_CS.csv,57,Textil>Trika
CategoryNameMemory_CS.csv,58,Vyřadit
