memory_file,row_index,key
CategoryMappingZbozi_CS.csv,1,Čističe
CategoryMappingZbozi_CS.csv,2,Dřeva
CategoryMappingZbozi_CS.csv,3,Dřeva>Dřeva ALL
CategoryMappingZbozi_CS.csv,4,Dřeva>Dřeva DEF
CategoryMappingZbozi_CS.csv,5,Dřeva>Dřeva OFF
CategoryMappingZbozi_CS.csv,6,Lepidla
CategoryMappingZbozi_CS.csv,7,Lepidla>Klasické přelepování
CategoryMappingZbozi_CS.csv,8,Lepidla>Lepicí fólie
CategoryMappingZbozi_CS.csv,9,Lepidla>Příslušenství k lepení
CategoryMappingZbozi_CS.csv,10,Lepidla>Vodou ředitelné
CategoryMappingZbozi_CS.csv,11,Míčky
CategoryMappingZbozi_CS.csv,12,Míčky>*** I.T.T.F
CategoryMappingZbozi_CS.csv,13,Míčky>Tréninkové
CategoryMappingZbozi_CS.csv,14,Ohrádky
CategoryMappingZbozi_CS.csv,15,Pálky
CategoryMappingZbozi_CS.csv,16,Pálky>Hotové pálky
CategoryMappingZbozi_CS.csv,17,Pálky>Sady pálek
CategoryMappingZbozi_CS.csv,18,Počítadla
CategoryMappingZbozi_CS.csv,19,Poháry
CategoryMappingZbozi_CS.csv,20,Potahy
CategoryMappingZbozi_CS.csv,21,Potahy>Antitopspiny
CategoryMappingZbozi_CS.csv,22,Potahy>Sendviče
CategoryMappingZbozi_CS.csv,23,Potahy>Softy
CategoryMappingZbozi_CS.csv,24,Potahy>Softy>Softy ALL
CategoryMappingZbozi_CS.csv,25,Potahy>Softy>Softy DEF
CategoryMappingZbozi_CS.csv,26,Potahy>Softy>Softy OFF
CategoryMappingZbozi_CS.csv,27,Potahy>Trávy
CategoryMappingZbozi_CS.csv,28,Pouzdra
CategoryMappingZbozi_CS.csv,29,Pouzdra>Kufříky
CategoryMappingZbozi_CS.csv,30,Pouzdra>Na 1 pálku
CategoryMappingZbozi_CS.csv,31,Pouzdra>Na 2 pálky
CategoryMappingZbozi_CS.csv,32,Příslušenství
CategoryMappingZbozi_CS.csv,33,Roboti
CategoryMappingZbozi_CS.csv,34,Síťky
CategoryMappingZbozi_CS.csv,35,Sportovní obuv
CategoryMappingZbozi_CS.csv,36,Stolky pro rozhodčí
CategoryMappingZbozi_CS.csv,37,Stoly
CategoryMappingZbozi_CS.csv,38,Tašky a batohy
CategoryMappingZbozi_CS.csv,39,Tašky a batohy>Batohy
CategoryMappingZbozi_CS.csv,40,Tašky a batohy>Kufry
CategoryMappingZbozi_CS.csv,41,Tašky a batohy>Tašky
CategoryMappingZbozi_CS.csv,42,Textil
CategoryMappingZbozi_CS.csv,43,Textil>Bundy
CategoryMappingZbozi_CS.csv,44,Textil>Čelenky
CategoryMappingZbozi_CS.csv,45,Textil>Čepice
CategoryMappingZbozi_CS.csv,46,Textil>Dresy
CategoryMappingZbozi_CS.csv,47,Textil>Kalhoty
CategoryMappingZbozi_CS.csv,48,Textil>Kraťasy
CategoryMappingZbozi_CS.csv,49,Textil>Mikiny
CategoryMappingZbozi_CS.csv,50,Textil>Polokošile
CategoryMappingZbozi_CS.csv,51,Textil>Ponožky
CategoryMappingZbozi_CS.csv,52,Textil>Potítka
CategoryMappingZbozi_CS.csv,53,Textil>Ručníky
CategoryMappingZbozi_CS.csv,54,Textil>Sukně
CategoryMappingZbozi_CS.csv,55,Textil>Teplákové soupravy
CategoryMappingZbozi_CS.csv,56,Textil>Trika
CategoryMappingZbozi_CS.csv,57,Vyřadit
CategoryMappingZbozi_CS.csv,58,Poukázky
