"Eshop","Name","Url","SourceDate","OutputFile"
"Stoten","Tibhar - Etna pouzdro","https://www.stoten.cz/na-2-palky/tibhar-etna-pouzdro/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Etna souprava","https://www.stoten.cz/mikiny-a-teplaky/tibhar-etna-souprava/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Evolution shirt","https://www.stoten.cz/tricka/tibhar-evolution-shirt/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - FUN BALLS SPORTS","https://www.stoten.cz/micky/tibhar-fun-balls-sports/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Game","https://www.stoten.cz/potahy/tibhar-game/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Game souprava","https://www.stoten.cz/soupravy/tibhar-game-souprava/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Genius","https://www.stoten.cz/softy-utocne/genius/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Genius+ Optimum","https://www.stoten.cz/off-2/tibhar-genius--optimum/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Grass D.TecS","https://www.stoten.cz/travy/grass-d-tecs/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Grip polokošile","https://www.stoten.cz/polokosile/tibhar-grip-polokosile-2/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Grip šortky","https://www.stoten.cz/sortky/tibhar-grip-sortky/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Hexa pouzdro","https://www.stoten.cz/kufriky/tibhar-hexa-pouzdro/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - HiTech šortky","https://www.stoten.cz/sortky/tibhar-hitech-sortky/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Hong Kong Double pouzdro","https://www.stoten.cz/na-2-palky/tibhar-hong-kong-double-pouzdro/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Hong Kong pouzdro Round s kapsou","https://www.stoten.cz/na-1-palku/tibhar-hong-kong-pouzdro-round-s-kapsou/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Houbička Combi","https://www.stoten.cz/cistice/tibhar-houbicka-combi/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - houbička Evolution","https://www.stoten.cz/cistice/tibhar-houbicka-evolution/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Houbička Grip","https://www.stoten.cz/cistice/tibhar-houbicka-grip/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Hybrid K1 European Version","https://www.stoten.cz/softy-utocne/tibhar-hybrid-k1-european-version/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Hybrid K3","https://www.stoten.cz/softy-utocne/tibhar-hybrid-k3/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Hybrid K3 FX","https://www.stoten.cz/softy-utocne/tibhar-hybrid-k3-fx/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Hybrid K3 PRO","https://www.stoten.cz/softy-utocne/tibhar-hybrid-k3-pro/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Hybrid MK","https://www.stoten.cz/potahy/tibhar-hybrid-mk/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Champ","https://www.stoten.cz/off/tibhar-champ/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Chila OFF","https://www.stoten.cz/off/tibhar-chila-off/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - IV-L Light Contact","https://www.stoten.cz/all/tibhar-iv-l-light-contact/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Jelenice - houbička","https://www.stoten.cz/cistice/tibhar-jelenice-houbicka/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Jura","https://www.stoten.cz/polokosile/tibhar-jura/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - JURA SOUPRAVA","https://www.stoten.cz/soupravy/tibhar-jura-souprava/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - kolenová ortéza","https://www.stoten.cz/sportovni-pomucky/tibhar-kolenova-orteza/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Kšiltovka","https://www.stoten.cz/cepice/tibhar-ksiltovka/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Lane polokošile","https://www.stoten.cz/polokosile/tibhar-lane-polokosile/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Lebesson","https://www.stoten.cz/off-/lebesson/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Lebrun Alexis ALL+","https://www.stoten.cz/all-2/tibhar-lebrun-alexis-all-/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Lebrun Alexis Krypto Carbon OFF","https://www.stoten.cz/off/tibhar-lebrun-alexis-krypto-carbon-off/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Lebrun Felix ALL","https://www.stoten.cz/all/tibhar-lebrun-felix-all/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Lebrun Felix Hyper Carbon OFF","https://www.stoten.cz/off/tibhar-lebrun-felix-hyper-carbon-off/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Lebrun Felix OFF-","https://www.stoten.cz/off-/tibhar-lebrun-felix-off-/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Legend","https://www.stoten.cz/softy-utocne/tibhar-legend/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Li Qian","https://www.stoten.cz/def/tibhar-li-qian/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - LOGO pouzdro na míčky","https://www.stoten.cz/pouzdra/tibhar-logo-pouzdro-na-micky/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Macao pouzdro double","https://www.stoten.cz/na-2-palky/tibhar-macao-pouzdro-double/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Macao pouzdro single","https://www.stoten.cz/na-1-palku/tibhar-macao-pouzdro-single/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Match","https://www.stoten.cz/dreva/tibhar-match/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Match polokošile","https://www.stoten.cz/tricka/tibhar-match-polokosile/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - MAXI prkno","https://www.stoten.cz/mini-palky/tibhar-maxi-prkno/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - MESH FLEXLIGHT II","https://www.stoten.cz/obuv/tibhar-mesh-flexlight-ii/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Metro","https://www.stoten.cz/polokosile/tibhar-metro/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Micro Houbička","https://www.stoten.cz/cistice/tibhar-micro-houbicka/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - mini dřevo","https://www.stoten.cz/mini-palky/tibhar-mini-drevo/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - MK 7","https://www.stoten.cz/dreva-2/tibhar-mk-7/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - MK ALL","https://www.stoten.cz/dreva/tibhar-mk-all/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - MK Carbon","https://www.stoten.cz/dreva-2/tibhar-mk-carbon/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Mundo","https://www.stoten.cz/polokosile/tibhar-mundo/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Mundo Cotton","https://www.stoten.cz/polokosile/tibhar-mundo-cotton/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Mundo Lady","https://www.stoten.cz/polokosile/tibhar-mundo-lady/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Mundo šortky","https://www.stoten.cz/sortky/tibhar-mundo-sortky/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Mundo TS","https://www.stoten.cz/soupravy/tibhar-mundo-ts/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - nátepník Evolution","https://www.stoten.cz/celenky-a-natepniky/tibhar-natepnik-evolution/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Nimbus","https://www.stoten.cz/softy-utocne/nimbus/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Nimbus ALL","https://www.stoten.cz/all/tibhar-nimbus-all/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Nimbus Soft","https://www.stoten.cz/softy-utocne/nimbus-soft/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Nimbus Sound","https://www.stoten.cz/softy-utocne/nimbus-sound/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - ohrádka 233 cm fullcover","https://www.stoten.cz/ohradky/tibhar-ohradka-233-cm/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - ohrádka 233 cm fullcover - Logo STOTEN","https://www.stoten.cz/ohradky/tibhar-ohradka-233-cm-fullcover-logo-stoten/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","Tibhar - Orbit polokošile","https://www.stoten.cz/tricka/tibhar-orbit-polokosile/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Osmium France souprava","https://www.stoten.cz/soupravy/tibhar-osmium-france-souprava/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
"Stoten","TIBHAR - Osmium souprava","https://www.stoten.cz/soupravy/tibhar-osmium-souprava/","2026-01-13T00:00:00","H:/Desaka\stoten\Full_13.01.2026\StotenOutput.csv"
