Name,Short Description,Description,Main Photo Filepath,Gallery Filepaths,Variants,URL
DONIC-Balsa Carbo Fleece,"Prkno z kolekce Donic 2017.  Dřevo Donic Balsa Carbo Fleece se skládá ze sedmi vrstev.  Velmi rychlé dřevo, které ..."," <div class=""card-body"">  Prkno z kolekce Donic 2017.<br/> <br/> Dřevo Donic Balsa Carbo Fleece se skládá ze sedmi vrstev.  Velmi rychlé dřevo, které je určeno pro nekompromisní útočníky. Díky Balse o síle 5 mm je velmi lehké, přibližně 70 - 75 gramů.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101703                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 1550, ""basic_price"": 1550, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 1550, ""basic_price"": 1550, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 1550, ""basic_price"": 1550, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-balsa-carbo-fleece-14101703
DONIC-Esprit,Dřevo kombinující dvě vrstvy karbonu Aramid s pečlivě vybanými dýhami přírodního dřeva. Velmi dobrá ...," <div class=""card-body"">  Dřevo kombinující dvě vrstvy karbonu Aramid s pečlivě vybanými dýhami přírodního dřeva. Velmi dobrá kontrola na všech úderech a herních situacích. Vhodné pro kontratopspinové hráče.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101246                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 1200, ""basic_price"": 1200, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 1200, ""basic_price"": 1200, ""stock_status"": ""Zboží je skladem u dodavatele.<br />Při objednání dnes ho můžete obdržet 17.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-baum-esprit-14101246
DONIC-Burn OFF,Řada prken Burn je vyrobena z dýh tropických dřev a vrchní vrstva je z mahagonu. Prkna jsou po zkompletování ...," <div class=""card-body"">  Řada prken Burn je vyrobena z dýh tropických dřev a vrchní vrstva je z mahagonu. Prkna jsou po zkompletování vystavena teplu 200®C po dobu 24 hodin, čímž získají unikátní herní vlastnosti. Rychlé prkno z řady Burn vyrobené speciálním ošetřením vrstev. Dýhy jsou z tropického dřeva a vyznačují se vysokou stabilitou. Prkno je lehké a snadno ovladatelné s velkým sweet-spotem.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101206                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 1090, ""basic_price"": 1090, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 1090, ""basic_price"": 1090, ""stock_status"": ""Skladem v Praze 3 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 1090, ""basic_price"": 1090, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-burn-off-14101206
DONIC-Crest OFF,"Perfektně vyvážené prkno, které díky dvěma tenkým vrstvám ZL karbonu získalo větší sweet-spot než ..."," <div class=""card-body"">  Perfektně vyvážené prkno, které díky dvěma tenkým vrstvám ZL karbonu získalo větší sweet-spot než podobná prkna. Varianta OFF je díky tvrdším vrchním dýhám rychlejší a určena pro útočníky - topspináře.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101501                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 3500, ""basic_price"": 3500, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 3500, ""basic_price"": 3500, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 3500, ""basic_price"": 3500, ""stock_status"": ""Zboží je skladem u dodavatele.<br />Při objednání dnes ho můžete obdržet 31.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-crest-off-14101501
DONIC-New Impuls 7.5,Prkno z kolekce DONIC 2019.  Prkno vyrobené pomocí unikátní technologie Impuls. Ta byla poprvé představena v roce ...," <div class=""card-body"">  Prkno z kolekce DONIC 2019.<br/> <br/> Prkno vyrobené pomocí unikátní technologie Impuls. Ta byla poprvé představena v roce 2000 a nyní dále vylepšena. Spočívá ve speciálním lepidle Latex/Epox, které je použito při slepení jednotlivých dýh. Díky němu je dosaženo unikátních vlastností - měkký pocit, zrychlení míčku a perfektní kontrola.<br/> <br/> New Impuls 7.5 je prkno pro útočnou hru. Nabízí dynamickou rychlost, ale přesto vysoký stupeň kontroly míčku ve všech úderech a velmi měkký pocit.<br/> <br/> Doporučujeme pro topspinovou hru hráčům s agresivním stylem hry.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101903                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-new-impuls-7-5-14101903
DONIC-Original Senso Carbon,Karbonové prkno s vnitřní dýhou Ayous v kombinaci se dvěma karbonovými vrstvami vytváří dynamické útočné ...," <div class=""card-body"">  Karbonové prkno s vnitřní dýhou Ayous v kombinaci se dvěma karbonovými vrstvami vytváří dynamické útočné prkno.<br/>  Vhodné pro razantní útočníky s důrazem na topspinovou hru.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101404                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 1390, ""basic_price"": 1390, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 1390, ""basic_price"": 1390, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 1390, ""basic_price"": 1390, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-ovtcharov-original-senso-carbon-14101404
DONIC-Original Senso V2,Klasické prkno s patentem Senso nyní i v provedení Original. Středně tvrdé dýhy vytváří spolu s dutým ...," <div class=""card-body"">  Klasické prkno s patentem Senso nyní i v provedení Original. Středně tvrdé dýhy vytváří spolu s dutým držátkem snadno ovladatelné útočné prkno.<br/>  Dříve prodávané pod názvem Ovtcharov Senso V2.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101301                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 1050, ""basic_price"": 1050, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 1050, ""basic_price"": 1050, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 1050, ""basic_price"": 1050, ""stock_status"": ""Zboží je skladem u dodavatele.<br />Při objednání dnes ho můžete obdržet 17.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-ovtcharov-senso-v2-14101301
DONIC-Original True Carbon,"Prkno, se kterým se dají hrát jak útočné údery, tak i krátký servis a příjem s velkou precizností. Dřevo ..."," <div class=""card-body"">  Prkno, se kterým se dají hrát jak útočné údery, tak i krátký servis a příjem s velkou precizností.<br/> Dřevo se skládá z pěti kvalitních dýh a dvou vrstev karbonu. Navíc obsahuje jedno speciálně vyrobené syntetické vlákno.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101602                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 5 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-ovtcharov-true-carbon-14101602
DONIC-Persson Dotec OFF,Útočné prkno z řady DOTEC pro ofenzivní hráče. Výhodou je nízká hmotnost a výborná kontrola. Držátko je ...," <div class=""card-body"">  Útočné prkno z řady DOTEC pro ofenzivní hráče. Výhodou je nízká hmotnost a výborná kontrola. Držátko je vyrobeno z korku speciálně pro praváky nebo leváky a zajišťuje pohodlné držení pálky. Vhodné pro hráče vyznávající útočný styl.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101215                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""levák (L)""}, ""current_price"": 1690, ""basic_price"": 1690, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""pravák (R)""}, ""current_price"": 1690, ""basic_price"": 1690, ""stock_status"": ""Skladem v Praze 3 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-persson-dotec-off-14101215
DONIC-Persson Exclusive OFF,"Útočné, velmi rychlé dřevo z řady Exclusive pro pokročilejší hráče útočného ..."," <div class=""card-body"">  Útočné, velmi rychlé dřevo z řady Exclusive pro pokročilejší hráče útočného ražení.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101252                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 790, ""basic_price"": 790, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 790, ""basic_price"": 790, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 790, ""basic_price"": 790, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-persson-exclusive-off-14101252
DONIC-Persson Powerplay,"Oblíbené prkno z řady Powerplay švédské legendy Jorgena Perssona s plným držátkem. Ten říká: 'Je jedno, zda ..."," <div class=""card-body"">  Oblíbené prkno z řady Powerplay švédské legendy Jorgena Perssona s plným držátkem. Ten říká: 'Je jedno, zda hraji pomalý nebo rychlý úder, vždy potřebuji cítit na pálce míček.' Vhodné pro útočný typ hráčů.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101235                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 950, ""basic_price"": 950, ""stock_status"": ""Skladem v Praze více než 10 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 950, ""basic_price"": 950, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 950, ""basic_price"": 950, ""stock_status"": ""Skladem v Praze 3 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-persson-powerplay-14101235
DONIC-Persson Powerplay Senso V1,"Oblíbené prkno, se kterým hraje švédská legenda Jorgen Persson. Ten říká: 'Je jedno, zda hraji pomalý nebo ..."," <div class=""card-body"">  Oblíbené prkno, se kterým hraje švédská legenda Jorgen Persson. Ten říká: 'Je jedno, zda hraji pomalý nebo rychlý úder, vždy potřebuji cítit na pálce míček. A díky systému Senso (duté držátko) to není problém. Hra je jednodušší.' Vhodné pro topspinové útočníky.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101234                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Skladem v Praze 3 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Skladem v Praze 3 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-persson-powerplay-senso-v1-14101234
DONIC-Persson Seven,"Dřevo vyrobené pouze z vybraných přírodních japonských dřev. Je velmi citlivé a dobře kontrolovatelné, ..."," <div class=""card-body"">  Dřevo vyrobené pouze z vybraných přírodních japonských dřev. Je velmi citlivé a dobře kontrolovatelné, především v topspinových úderech. Určené pro variabilní topspinovou hru.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101233                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 980, ""basic_price"": 980, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 980, ""basic_price"": 980, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-persson-seven-14101233
DONIC-Waldner Dotec Carbon,"Toto prkno se vyznačuje použitím balsy (dřevo je lehké) a karbonu, jenž zaručuje maximální rychlost. Držátko ..."," <div class=""card-body"">  Toto prkno se vyznačuje použitím balsy (dřevo je lehké) a karbonu, jenž zaručuje maximální rychlost. Držátko se vyrábí speciálně pro praváky nebo leváky z korku a zaručuje komfortní držení.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101216                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""levák (L)""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""pravák (R)""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Skladem v Praze 4 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-waldner-dotec-carbon-14101216
DONIC-Waldner OFF World Champion 89,Speciální edice prken vyrobených k 25. výročí vítězství Švédska nad Čínou ve finále družstev na ...," <div class=""card-body"">  Speciální edice prken vyrobených k 25. výročí vítězství Švédska nad Čínou ve finále družstev na Mistrovství světa 1989 v Dortmundu. Prkno je vyrobeno kombinací dvěstě let starého italského dřeva Spruce a moderního materiálu Carbonfleece Zylon. Oba materiá<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101402                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 2290, ""basic_price"": 2290, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-waldner-off-world-champion-89-14101402
DONIC-Waldner Offensive 2016,"Dřevo vyrobené ve spolupráci s nejlepším hráčem všech dob J-O Waldnerem. Jedná se o prkno, se kterým dříve ..."," <div class=""card-body"">  Dřevo vyrobené ve spolupráci s nejlepším hráčem všech dob J-O Waldnerem. Jedná se o prkno, se kterým dříve JO hrál - středně rychlé, s vynikající kontrolou a citem pro míček. <br/> Dřevo se skládá z pěti kvalitních dýh.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14101603                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 1050, ""basic_price"": 1050, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 1050, ""basic_price"": 1050, ""stock_status"": ""Skladem v Praze 3 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 1050, ""basic_price"": 1050, ""stock_status"": ""Skladem v Praze 3 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/donic-waldner-offensive-2016-14101603
DONIC-Elite Carbon,"DONIC 2020  Rychlé, útočné prkno s perfektní odezvou míčku vyrobené ve spolupráci s Jörgenem Perssonem. Dvě ..."," <div class=""card-body"">  DONIC 2020<br/> <br/> Rychlé, útočné prkno s perfektní odezvou míčku vyrobené ve spolupráci s Jörgenem Perssonem. Dvě vrstvy aramid karbonu ve spojení s dýhami abachi a limba vytvořily dynamické prkno určené pro útočníky, kteří ale hledají  si solidní stupeň kontroly.<br/><br/><b>Výrobce</b>: DONIC<br/><b>Kód zboží</b>: 14102002                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""anatomické (AN)""}, ""current_price"": 3490, ""basic_price"": 3490, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 3490, ""basic_price"": 3490, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 3490, ""basic_price"": 3490, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/elite-carbon-14102002
BUTTERFLY-Falcima,"Falcima je prkno vyrobené kombinací pěti dřevěných dýh s důrazem na rovnováhu mezi rychlostí, stabilitou a ..."," <div class=""card-body"">  Falcima je prkno vyrobené kombinací pěti dřevěných dýh s důrazem na rovnováhu mezi rychlostí, stabilitou a váhou. Ta se pohybuje kolem 85 gramů a tím pádem je Falcima velmi snadno ovladatelná při všech herních úderech. Rychlostí je podobná oblíbenému prknu Petr Korbel.<br/> Doporučujeme ji hráčům všech úrovní, kteří hledají útočné prkno s důrazem na vysoký stupeň kontroly.<br/> <br/> Držátko: pouze konkávní (FL) 100x24x34 mm<br/> <br/> Přibližná váha (+/- 5 gramů): 85 gramů<br/> Vrstvy: 5<br/> Velikost hlavy: 157 x 150 mm<br/> Síla: 5.9 mm<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10102202                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 2190, ""basic_price"": 2190, ""stock_status"": ""Skladem v Praze 4 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/falcima-10102202
BUTTERFLY-Fan Zhendong ALC,"Fan Zhendong ALC je prkno Butterfly, které si zvolila pro svou hru světová jednička Fan Zhendong (údaj je platný ..."," <div class=""card-body"">  Fan Zhendong ALC je prkno Butterfly, které si zvolila pro svou hru světová jednička Fan Zhendong (údaj je platný k září 2022).<br/> Toto dřevo se pyšní strukturou dýh a dvou vrstev karbonu Arylate, které používá s úspěchem celá řada špičkových hráčů (např. Timo Boll, Zhang Jike, Harimoto, Mizutani atd.). Tato kombinace patří k nejpopulárnějším ve světě stolního tenisu na všech úrovních.<br/> Výhodou je vysoká pružnost Arylate karbonu, jeho dynamika a rychlost, a především úžasná kontrola, jež činí toto prkno velmi snadno ovladatelné. <br/> Ve srovnání s prknem Fan Zhendong Super ALC je klasická ALC o něco pomalejší s vyšším stupněm kontroly míčku. Použité dýhy dřev jsou totožné.<br/> Pro koho je Fan Zhendong ALC určeno?<br/> Doporučujeme hráčům všech úrovní s topspinovým pojetím hry. Především pak těm, kteří používají prkno bez karbonu a rádi by trochu zrychlili.<br/> Jaké potahy na toto prkno použít?<br/> Výhody Fan Zhendong ALC nejlépe vyniknou ve spojení s potahy Butterfly Dignics a Tenergy. <br/> <br/> Více informací o celé řadě pěti dřev Fan Zhendong naleznete zde:<br/> <a href=""https://www.vsenastolnitenis.cz/cz/blog/nase-tipy/fanzhendong"">https://www.vsenastolnitenis.cz/cz/blog/nase-tipy/fanzhendong</a><br/> <br/> Držátko: konkávní (FL), rovné (ST), penholder<br/> Přibližná váha (+/- 5 gramů): 87 gramů<br/> Vrstvy: 5 + 2 ALC<br/> Velikost hlavy: 157 x 150 mm<br/> Síla: 5.8 mm<br/> Rozměr držátka: FL - 100x25x34mm, ST - 100x23x28mm<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10102206                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 4790, ""basic_price"": 4790, ""stock_status"": ""Skladem v Praze 4 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 4790, ""basic_price"": 4790, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""penholder""}, ""current_price"": 4790, ""basic_price"": 4790, ""stock_status"": ""Zboží je skladem u dodavatele.<br />Při objednání dnes ho můžete obdržet 17.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/fan-zhendong-alc-10102206
BUTTERFLY-Fan Zhendong CNF,Fan Zhendong CNF je prkno Butterfly obsahující dvě vrstvy unikátního materiálu s názvem CNF (Cellulose Nano ...," <div class=""card-body"">  Fan Zhendong CNF je prkno Butterfly obsahující dvě vrstvy unikátního materiálu s názvem CNF (Cellulose Nano Fibre - nanovlákna celulózy). Výsledkem je útočné prkno s velmi měkkým pocitem míčku na pálce a nízkými vibracemi. Také se výrazně prodloužila doba setrvání míčku na raketě. Tím pádem je velmi snadné zahrát jakýkoliv topspinový úder.<br/> Pro koho je Fan Zhendong CNF určeno?<br/> Doporučujeme hráčům všech úrovní, kteří při své útočné hře dávají přednost kontrole míčku.<br/> Jaké potahy na toto prkno použít?<br/> Výhody Fan Zhendong CNF nejlépe vyniknou ve spojení s potahy Butterfly Dignics a Tenergy. <br/> <br/> Více informací o celé řadě pěti dřev Fan Zhendong naleznete zde:<br/> <a href=""https://www.vsenastolnitenis.cz/cz/blog/nase-tipy/fanzhendong"">https://www.vsenastolnitenis.cz/cz/blog/nase-tipy/fanzhendong</a><br/> <br/> Držátko: konkávní (FL), rovné (ST), penholder<br/> Přibližná váha (+/- 5 gramů): 85 gramů<br/> Vrstvy: 5 + 2 CNF<br/> Velikost hlavy: 157 x 150 mm<br/> Síla: 5.7 mm<br/> Rozměr držátka: FL - 100x25x34mm, ST - 100x23x28mm<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10102209                  </div>",,,"{""key_value_pairs"": {""drzatko"": ""konkávní (FL)""}, ""current_price"": 7290, ""basic_price"": 7290, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""rovné (ST)""}, ""current_price"": 7290, ""basic_price"": 7290, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""drzatko"": ""penholder""}, ""current_price"": 7290, ""basic_price"": 7290, ""stock_status"": ""Zboží je skladem u dodavatele.<br />Při objednání dnes ho můžete obdržet 17.01.2025.""}",https://www.vsenastolnitenis.cz/cz/dreva/off-24/fan-zhendong-cnf-10102209
