Name,Short Description,Description,Main Photo Filepath,Gallery Filepaths,Variants,URL
BUTTERFLY-Iwagy,Výprodej 2024    IWAGY je název kolekce kvalitních ponožek vyrobených z větší části z bavlny. Ponožky jsou ...," <div class=""card-body"">  Výprodej 2024<br/> <br/>  IWAGY je název kolekce kvalitních ponožek vyrobených z větší části z bavlny. Ponožky jsou zesílené ve spodní oblasti došlapu. Střih přesně kopíruje tvar nohy. Výsledkem jsou velmi pohodlné ponožky, které vás nezradí při tréninku ani v zápase.<br/> Ponožky se vyrábějí ve dvou délkách - IWAGY jsou klasické dlouhé a IWAGY kotníkové jsou krátké s délkou ke kotníku.<br/> Materiál: 78% bavlna, 22% mikrovlákno<br/> Barva: bílá/šedá, bílá/červená, bílá/modrá<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10452103                  </div>",,,"{""key_value_pairs"": {""velikost"": ""L (42-44)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""M (38-41)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""S (34-37)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Skladem v Praze 5 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""XL (45-48)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/iwagy-10452103
BUTTERFLY-Iwagy kotníkové,Výprodej 2024    IWAGY je název kolekce kvalitních ponožek vyrobených z větší části z bavlny. Ponožky jsou ...," <div class=""card-body"">  Výprodej 2024<br/> <br/>  IWAGY je název kolekce kvalitních ponožek vyrobených z větší části z bavlny. Ponožky jsou zesílené ve spodní oblasti došlapu. Střih přesně kopíruje tvar nohy. Výsledkem jsou velmi pohodlné ponožky, které vás nezradí při tréninku ani v zápase.<br/> Ponožky se vyrábějí ve dvou délkách - IWAGY kotníkové jsou krátké s délkou ke kotníku a IWAGY jsou klasické dlouhé.<br/> Materiál: 75% bavlna, 25% mikrovlákno<br/> Barva: bílá/červená, bílá/modrá, bílá/šedá<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10452104                  </div>",,,"{""key_value_pairs"": {""velikost"": ""L (42-44)"", ""barva"": ""bílá/červená""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""M (38-41)"", ""barva"": ""bílá/červená""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""S (34-37)"", ""barva"": ""bílá/červená""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Skladem v Praze více než 10 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""XL (45-48)"", ""barva"": ""bílá/červená""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Skladem v Praze 5 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/iwagy-kotnikove-10452104
BUTTERFLY-Iwagy kotníkové,Výprodej 2024    IWAGY je název kolekce kvalitních ponožek vyrobených z větší části z bavlny. Ponožky jsou ...," <div class=""card-body"">  Výprodej 2024<br/> <br/>  IWAGY je název kolekce kvalitních ponožek vyrobených z větší části z bavlny. Ponožky jsou zesílené ve spodní oblasti došlapu. Střih přesně kopíruje tvar nohy. Výsledkem jsou velmi pohodlné ponožky, které vás nezradí při tréninku ani v zápase.<br/> Ponožky se vyrábějí ve dvou délkách - IWAGY kotníkové jsou krátké s délkou ke kotníku a IWAGY jsou klasické dlouhé.<br/> Materiál: 75% bavlna, 25% mikrovlákno<br/> Barva: bílá/šedá, bílá/červená, bílá/modrá<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10452106                  </div>",,,"{""key_value_pairs"": {""velikost"": ""L (42-44)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""M (38-41)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""S (34-37)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""XL (45-48)"", ""barva"": ""bílá/šedá""}, ""current_price"": 99, ""basic_price"": 150, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/iwagy-kotnikove-10452106
BUTTERFLY-Jiro (2 ks),Ponožky Jiro z kolekce BUTTERFLY 2017 ve dvou barevných variantách - bílé nebo černé barvě. Ponožky s ...," <div class=""card-body"">  Ponožky Jiro z kolekce BUTTERFLY 2017 ve dvou barevných variantách - bílé nebo černé barvě. Ponožky s klasickou délkou.<br/> <br/> Materiál: 60 % bavlna, 33 % mikrovlákno, 5 % nylon, 3 % elastan<br/> Barva: bílá, černá<br/> <br/> Nevíte jakou zvolit velikost? Mrkněte na obrázek s Tabulkou velikostí.<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10451707                  </div>",,,"{""key_value_pairs"": {""velikost"": ""L (42-44)"", ""barva"": ""černá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""M (38-41)"", ""barva"": ""černá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""S (34-37)"", ""barva"": ""černá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Skladem v Praze 9 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""XL (45-48)"", ""barva"": ""černá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/jiro-2-ks-10451707
BUTTERFLY-Jiro (2 ks),Ponožky Jiro z kolekce BUTTERFLY 2017 ve dvou barevných variantách - bílé nebo černé barvě. Ponožky s ...," <div class=""card-body"">  Ponožky Jiro z kolekce BUTTERFLY 2017 ve dvou barevných variantách - bílé nebo černé barvě. Ponožky s klasickou délkou.<br/> <br/> Materiál: 60 % bavlna, 33 % mikrovlákno, 5 % nylon, 3 % elastan<br/> Barva: bílá, černá<br/> <br/> Nevíte jakou zvolit velikost? Mrkněte na obrázek s Tabulkou velikostí.<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10451708                  </div>",,,"{""key_value_pairs"": {""velikost"": ""L (42-44)"", ""barva"": ""bílá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""M (38-41)"", ""barva"": ""bílá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""S (34-37)"", ""barva"": ""bílá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Skladem v Praze 6 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""XL (45-48)"", ""barva"": ""bílá""}, ""current_price"": 220, ""basic_price"": 220, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/jiro-2-ks-10451708
BUTTERFLY-Kado,KADO jsou kvalitní ponožky vyrobené v bílé barvě. Ponožky se zesílenou spodní částí v klasické délce. ...," <div class=""card-body"">  KADO jsou kvalitní ponožky vyrobené v bílé barvě. Ponožky se zesílenou spodní částí v klasické délce.<br/> <br/> Materiál: 56% nylon, 34% bavlna, 8% mikrovlákno, 2% elastan<br/> Barva: bílá<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10451901                  </div>",,,"{""key_value_pairs"": {""velikost"": ""L (42-44)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""M (38-41)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""S (34-37)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Skladem v Praze více než 10 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""XL (45-48)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/kado-10451901
BUTTERFLY-Kado kotníkové,KADO jsou kvalitní ponožky vyrobené v bílé barvě. Ponožky se zesílenou spodní částí v kratší verzi (tzv. ...," <div class=""card-body"">  KADO jsou kvalitní ponožky vyrobené v bílé barvě. Ponožky se zesílenou spodní částí v kratší verzi (tzv. kotníčkové).<br/> <br/> Materiál: 56% nylon, 34% bavlna, 8% mikrovlákno, 2% elastan<br/> Barva: bílá<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10451902                  </div>",,,"{""key_value_pairs"": {""velikost"": ""L (42-44)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""M (38-41)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""S (34-37)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Skladem v Praze 5 kusů. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""XL (45-48)"", ""barva"": ""bílá""}, ""current_price"": 99, ""basic_price"": 99, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/kado-kotnikove-10451902
BUTTERFLY-Lezoline Mach,Obuv z kolekce BUTTERFLY 2018. Hledáte kvalitní boty na stolní tenis? Lezoline Mach navazují na minulé ...," <div class=""card-body"">  Obuv z kolekce BUTTERFLY 2018. <br/> Hledáte kvalitní boty na stolní tenis? Lezoline Mach navazují na minulé úspěšné modely Energyforce 10 a 12 a svým designem a kvalitou jsou velmi podobné.<br/> Jsou vyrobeny z kvalitního materiálu s vyztuženými bočními stranami, které výrazně prodlužují životnost obuvi. Samozřejmostí je neklouzavá, přilnavá podrážka, která vás nezradí ani v nejobtížnějších herních situacích. Váha 268 gr (velikost 43).<br/> Nevíte jakou zvolit velikost? Mrkněte na obrázek s Tabulkou. Nesedí Vám velikost zaslaných bot? Rádi vám je zdarma vyměníme.<br/> Velikosti: 34 - 47<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10401801                  </div>",,,"{""key_value_pairs"": {""velikost"": ""34"", ""barva"": ""modrá""}, ""current_price"": 1590, ""basic_price"": 1590, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""35"", ""barva"": ""modrá""}, ""current_price"": 1590, ""basic_price"": 1590, ""stock_status"": ""Skladem v Praze 4 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""36"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""37"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""38"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""39"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""40"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""41"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""42"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""43"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""44"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""45"", ""barva"": ""modrá""}, ""current_price"": 1860, ""basic_price"": 1860, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""46"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""47"", ""barva"": ""modrá""}, ""current_price"": 1970, ""basic_price"": 1970, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/lezoline-mach-10401801
BUTTERFLY-Lezoline Rifones,LEZOLINE RIFONES jsou špičkové boty z kolekce BUTTERFLY 2017 z řady Lezoline. Tento model navazuje na ...," <div class=""card-body"">  LEZOLINE RIFONES jsou špičkové boty z kolekce BUTTERFLY 2017 z řady Lezoline. Tento model navazuje na veleúspěšnou obuv Energyforce. Jejich výroba je koncipována tak, aby splnily ty nejpřísnější požadavky stolních tenistů a tenistek. <br/>  Mají v sobě několik vychytávek, které hráči určitě ocení :<br/>  o 'STB' torzní ochranu před zkroucením boty v extrémních situacích<br/>  o 'B-Armor' prodyšné zpevnění<br/>  o 'B-Absorber' materiál tlumící nárazy<br/>  o 'Winggrip' přilnavá neklouzavá podrážka známá od bot Energyforce<br/>  Tyto boty používají hráči jako Timo Boll, Jun Mizutani nebo Tomokazu Harimoto. Pochvalují si špičkovou kvalitu a dlouhou životnost.<br/>  Barva: zelená, modrá, fialová<br/>  Velikosti: 34 - 47<br/>  Váha: 274 g (vel. EU 43)<br/><br/><b>Výrobce</b>: BUTTERFLY<br/><b>Kód zboží</b>: 10401709                  </div>",,,"{""key_value_pairs"": {""velikost"": ""34"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""35"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""36"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""37"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Skladem v Praze 2 kusy. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""38"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""39"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""40"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""41"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""42"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""43"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""44"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""45"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""46"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""47"", ""barva"": ""modrá""}, ""current_price"": 1990, ""basic_price"": 1990, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/lezoline-rifones-10401709
STIGA-Liner II,Boty STIGA z kolekce 2018.  Liner II jsou boty speciálně vyvinuté pro stolní tenis. Navazují na úspěšný model ...," <div class=""card-body"">  Boty STIGA z kolekce 2018.<br/> <br/> Liner II jsou boty speciálně vyvinuté pro stolní tenis. Navazují na úspěšný model Liner a vylepšují jej o měkčí oblast v místě paty. Jsou vyrobeny ze stejného materiálu, které je trvanlivý a perfektně drží nohu při častých změnách pohybu. Dalšími výhodami jsou prodyšná část s větráním a neklouzavá podrážka dodávající výbornou stabilitu.<br/> <br/> Barva: bílá<br/> Velikosti: 36 - 46<br/><br/><b>Výrobce</b>: STIGA<br/><b>Kód zboží</b>: 12401801                  </div>",,,"{""key_value_pairs"": {""velikost"": ""36"", ""barva"": ""bílá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""37"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""38"", ""barva"": ""bílá""}, ""current_price"": 990, ""basic_price"": 990, ""stock_status"": ""Skladem v Praze 1 kus. Osobní odběr ZDARMA.<br>Přibližný termín doručení dopravcem 13.01.2025.""}|{""key_value_pairs"": {""velikost"": ""39"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""40"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""41"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""42"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""43"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""44"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""45"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}|{""key_value_pairs"": {""velikost"": ""46"", ""barva"": ""bílá""}, ""current_price"": 1490, ""basic_price"": 1490, ""stock_status"": ""Vyprodáno""}",https://www.vsenastolnitenis.cz/cz/akcni-nabidka/boty-a-ponozky-101/liner-ii-12401801
