"KEY","VALUE"
"Čističe","17"
"Dřeva","02"
"Lepidla","16"
"Míčky","03"
"Ohrádky","15"
"Pálky","14"
"Počítadla","13"
"Poháry","12"
"Potahy","01"
"Poukázky","19"
"Pouzdra","11"
"Příslušenství","10"
"Roboti","09"
"Síťky","08"
"Sportovní obuv","07"
"Stolky pro rozhodčí","18"
"Stoly","06"
"Tašky a batohy","04"
"Textil","05"
"Vyřadit","00"
