"KEY","VALUE"
"Bundy","01"
"Čelenky","14"
"Čepice","02"
"Dresy","11"
"Kalhoty","12"
"Kraťasy","03"
"Mikiny","04"
"Polokošile","10"
"Ponožky","05"
"Potítka","15"
"Ručníky","06"
"Spodní prádlo","13"
"Sukně","09"
"Teplákové soupravy","07"
"Trička","08"
"Trika","08"
